Region of Incident,IncidentYear,Month,Total Number of Dead and Missing,CauseDeath,Country of Incident,MigrationRoute,Longitude,Latitude,Main ID,Incident ID,Incident Type,Number of Females,Number of Males,Number of Children,Country of Origin,LocationIncident
Northern Africa,2015,December,5,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.321289,21.866882,2015.MMP00736,2015.MMP00736,Incident,,,,Unknown,"Kufra, Libya"
Northern Africa,2015,December,3,Mixed or unknown,Sudan,Sahara Desert crossing,21.4245,30.505676,2015.MMP00737,2015.MMP00737,Incident,,,,Unknown,"Ash Shamaliyah, Sudan"
Northern Africa,2015,December,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,15.4770905,32.264191,2015.MMP00738,2015.MMP00738,Incident,,,,Unknown,"Khartoum, Sudan"
Northern Africa,2015,December,1,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,20.004272,29.707092,2015.MMP00742,2015.MMP00742,Incident,,,,Unknown,"In the Sahara Desert , Sudan"
Northern Africa,2015,December,1,Mixed or unknown,Egypt,Sahara Desert crossing,23.188477,32.332886,2015.MMP00752,2015.MMP00752,Incident,,,,Unknown,"Desert before Aswan, Egypt"
Northern Africa,2015,December,3,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,30.214722,20.14032,2015.MMP00755,2015.MMP00755,Incident,,,,Unknown,"Ajdabiya, Libya"
Northern Africa,2015,December,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,15.475708,32.550476,2015.MMP00756,2015.MMP00756,Incident,,,,Unknown,"Khartoum, Sudan"
Northern Africa,2015,December,6,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.321289,21.866882,2015.MMP00757,2015.MMP00757,Incident,,,,Unknown,"Kufra, Libya"
Northern Africa,2015,December,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.032288,14.456116,2015.MMP00758,2015.MMP00758,Incident,,,,Unknown,"Sabha, Libya"
Northern Africa,2015,December,12,Violence,Libya,Sahara Desert crossing,23.321289,21.866882,2015.MMP00761,2015.MMP00761,Incident,,,,Unknown,"Kufra, Libya"
Northern Africa,2015,December,1,Sickness / lack of access to adequate healthcare,Egypt,Sahara Desert crossing,24.088318,32.900085,2015.MMP00762,2015.MMP00762,Incident,,,,Unknown,"Aswan, Egypt"
Northern Africa,2015,December,23,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.032288,14.456116,2015.MMP00765,2015.MMP00765,Incident,,,,Unknown,"Sabha, Libya"
Northern Africa,2015,December,11,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,30.376526,19.984131,2015.MMP00766,2015.MMP00766,Incident,,,,Unknown,"Ajdabiya, Libya"
Northern Africa,2015,December,36,Violence,Libya,Sahara Desert crossing,27.032288,14.456116,2015.MMP00767,2015.MMP00767,Incident,,,,Unknown,"Sabha, Libya"
Northern Africa,2015,December,2,Violence,Algeria,Sahara Desert crossing,28.033886,1.659626,2015.MMP00801,2015.MMP00801,Incident,,,,Unknown,"Unspecified location, Algeria"
Northern Africa,2015,December,1,Violence,Libya,Sahara Desert crossing,26.239989,12.913084,2015.MMP00802,2015.MMP00802,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2015,December,4,Violence,Libya,Sahara Desert crossing,27.4979707,14.518289,2015.MMP00803,2015.MMP00803,Incident,,,,Unknown,"Sabha, Libya"
Northern Africa,2016,January,2,Mixed or unknown,Sudan,Sahara Desert crossing,19.4022552,27.9053789,2016.MMP00018,2016.MMP00018,Incident,,,,Unknown,"Shemaliya, Sudan"
Northern Africa,2016,January,2,Sickness / lack of access to adequate healthcare,Egypt,Sahara Desert crossing,23.285107,31.5204557,2016.MMP00024,2016.MMP00024,Incident,,,,Unknown,"Aswan, Egypt"
Northern Africa,2016,January,1,Mixed or unknown,Egypt,Sahara Desert crossing,23.285107,31.5204557,2016.MMP00026,2016.MMP00026,Incident,,,,Unknown,"Aswan, Egypt"
Northern Africa,2016,January,3,Mixed or unknown,Libya,Sahara Desert crossing,26.0200607,16.4371791,2016.MMP00027,2016.MMP00027,Incident,,,,Unknown,"Sahara Desert, Libya"
Northern Africa,2016,January,1,Mixed or unknown,Sudan,Sahara Desert crossing,21.7950029,31.3237261,2016.MMP00036,2016.MMP00036,Incident,,,,Unknown,"Near to Wadihalfa, Sudan"
Northern Africa,2016,January,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,15.5015341,32.5025561,2016.MMP00045,2016.MMP00045,Incident,,,,Unknown,"Khartoum, Sudan"
Northern Africa,2016,January,14,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00055,2016.MMP00055,Incident,,,,Unknown,"Sahara Desert, Kurfra, Libya"
Northern Africa,2016,January,2,Violence,Sudan,Sahara Desert crossing,15.4558144,36.3787571,2016.MMP00063,2016.MMP00063,Incident,,,,Unknown,"Near Kessela, Sudan"
Northern Africa,2016,January,1,Mixed or unknown,Sudan,Sahara Desert crossing,19.4022552,27.9053789,2016.MMP00064,2016.MMP00064,Incident,,,,Unknown,"Shemaliya, Sudan"
Northern Africa,2016,January,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,17.6922271,33.9762492,2016.MMP00065,2016.MMP00065,Incident,,,,Unknown,"Atbara, Sudan"
Northern Africa,2016,January,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,17.6922271,33.9762492,2016.MMP00098,2016.MMP00098,Incident,,,,Unknown,"Near Atbara, Sudan"
Northern Africa,2016,January,3,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,21.9067695,30.8222529,2016.MMP00099,2016.MMP00099,Incident,,,,Unknown,"Sudan border with Aswan, Egypt"
Northern Africa,2016,January,1,Mixed or unknown,Egypt,Sahara Desert crossing,23.285107,31.5204557,2016.MMP00100,2016.MMP00100,Incident,,,,Unknown,"Aswan, Egypt"
Northern Africa,2016,January,2,Vehicle accident / death linked to hazardous transport,Egypt,Sahara Desert crossing,30.0676826,31.3357115,2016.MMP00101,2016.MMP00101,Incident,,,,Unknown,"Awel Abass, Egypt"
Northern Africa,2016,January,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP00109,2016.MMP00109,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,January,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP00110,2016.MMP00110,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,January,6,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP00111,2016.MMP00111,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,January,3,Mixed or unknown,Libya,Sahara Desert crossing,26.0200607,16.4371791,2016.MMP00112,2016.MMP00112,Incident,,,,Unknown,"Sahara Desert, Libya"
Northern Africa,2016,January,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP00113,2016.MMP00113,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,January,2,Mixed or unknown,Algeria,Sahara Desert crossing,28.9228355,9.6592777,2016.MMP00114,2016.MMP00114,Incident,,,,Unknown,"Sahara Desert, between Oran, Algeria and Tripoli, Libya"
Northern Africa,2016,January,1,Violence,Libya,Sahara Desert crossing,27.0663171,14.3336145,2016.MMP00115,2016.MMP00115,Incident,,,,Unknown,"Unspecified location, Libya"
Northern Africa,2016,February,5,Violence,Sudan,Sahara Desert crossing,13.9731737,35.3431691,2016.MMP00122,2016.MMP00122,Incident,,,,Unknown,"Qalabat, Sudan"
Northern Africa,2016,February,2,Violence,Sudan,Sahara Desert crossing,13.9731737,35.3431691,2016.MMP00126,2016.MMP00126,Incident,,,,Unknown,"Qalabat, Sudan"
Northern Africa,2016,February,7,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.0295078,14.3890835,2016.MMP00127,2016.MMP00127,Incident,,,,Unknown,"Sabha, Libya"
Northern Africa,2016,February,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,14.0316722,35.3417723,2016.MMP00128,2016.MMP00128,Incident,,,,Unknown,"Qadarif, Sudan"
Northern Africa,2016,February,4,Mixed or unknown,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00129,2016.MMP00129,Incident,,,,Unknown,"Kufrah, Libya"
Northern Africa,2016,February,7,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00142,2016.MMP00142,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,1,Violence,Sudan,Sahara Desert crossing,13.9731737,35.3431691,2016.MMP00143,2016.MMP00143,Incident,,,,Unknown,"Qalabat, Sudan"
Northern Africa,2016,February,3,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.0295078,14.3890835,2016.MMP00144,2016.MMP00144,Incident,,,,Unknown,"Sabha, Libya"
Northern Africa,2016,February,3,Violence,Sudan,Sahara Desert crossing,13.9731737,35.3431691,2016.MMP00145,2016.MMP00145,Incident,,,,Unknown,"Qalabat, Sudan"
Northern Africa,2016,February,6,Mixed or unknown,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00146,2016.MMP00146,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,2,Violence,Sudan,Sahara Desert crossing,14.0316722,35.3417723,2016.MMP00147,2016.MMP00147,Incident,,,,Unknown,"Qadarif, Sudan"
Northern Africa,2016,February,3,Mixed or unknown,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00148,2016.MMP00148,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,2,Mixed or unknown,Egypt,Sahara Desert crossing,24.138269,33.026759,2016.MMP00157,2016.MMP00157,Incident,,,,Unknown,"Sahara Desert, near Aswan, Egypt"
Northern Africa,2016,February,3,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.0295078,14.3890835,2016.MMP00161,2016.MMP00161,Incident,,,,Unknown,"Sabha, Libya"
Northern Africa,2016,February,2,Violence,Sudan,Sahara Desert crossing,13.9731737,35.3431691,2016.MMP00162,2016.MMP00162,Incident,,,,Unknown,"Qalabat, Sudan"
Northern Africa,2016,February,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,32.4344591,13.6064364,2016.MMP00163,2016.MMP00163,Incident,,,,Unknown,"Tarhunah, Libya"
Northern Africa,2016,February,3,Violence,Sudan,Sahara Desert crossing,13.9731737,35.3431691,2016.MMP00164,2016.MMP00164,Incident,,,,Unknown,"Qalabat, Sudan"
Northern Africa,2016,February,5,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00166,2016.MMP00166,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,19.428332,25.9062885,2016.MMP00174,2016.MMP00174,Incident,,,,Unknown,"In Sahara Desert, Sudan"
Northern Africa,2016,February,3,"Harsh environmental conditions / lack of adequate shelter, food, water",Sudan,Sahara Desert crossing,15.4558144,36.3787571,2016.MMP00177,2016.MMP00177,Incident,,,,Unknown,"Kessela, Sudan"
Northern Africa,2016,February,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,16.6797294,33.4297655,2016.MMP00179,2016.MMP00179,Incident,,,,Unknown,"Shandi, Sudan"
Northern Africa,2016,February,25,Mixed or unknown,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00180,2016.MMP00180,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,14.0316722,35.3417723,2016.MMP00181,2016.MMP00181,Incident,,,,Unknown,"Qadarif, Sudan"
Northern Africa,2016,February,3,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00182,2016.MMP00182,Incident,,,,Unknown,"Kufrah, Libya"
Northern Africa,2016,February,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,15.4558144,36.3787571,2016.MMP00183,2016.MMP00183,Incident,,,,Unknown,"Kessela, Sudan"
Northern Africa,2016,February,3,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.0295078,14.3890835,2016.MMP00184,2016.MMP00184,Incident,,,,Unknown,"Sabha, Libya"
Northern Africa,2016,February,1,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00186,2016.MMP00186,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,2,Violence,Sudan,Sahara Desert crossing,14.3830752,33.4611726,2016.MMP00187,2016.MMP00187,Incident,,,,Unknown,"Madani, Sudan"
Northern Africa,2016,February,8,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00188,2016.MMP00188,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,1,Mixed or unknown,Egypt,Sahara Desert crossing,27.7651701,30.6654423,2016.MMP00189,2016.MMP00189,Incident,,,,Unknown,"Melawi, Egypt"
Northern Africa,2016,February,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,15.5015341,32.5025561,2016.MMP00190,2016.MMP00190,Incident,,,,Unknown,"Khartoum, Sudan"
Northern Africa,2016,February,1,Sickness / lack of access to adequate healthcare,Egypt,Sahara Desert crossing,23.285107,31.5204557,2016.MMP00194,2016.MMP00194,Incident,,,,Unknown,"Aswan, Egypt"
Northern Africa,2016,February,1,Sickness / lack of access to adequate healthcare,Egypt,Sahara Desert crossing,24.138269,33.026759,2016.MMP00195,2016.MMP00195,Incident,,,,Unknown,"Sahara Desert near Aswan, Egypt"
Northern Africa,2016,February,13,Violence,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00196,2016.MMP00196,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,3,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,14.0316722,35.3417723,2016.MMP00197,2016.MMP00197,Incident,,,,Unknown,"Qadarif, Sudan"
Northern Africa,2016,February,3,Mixed or unknown,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00198,2016.MMP00198,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,6,Mixed or unknown,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00199,2016.MMP00199,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,1,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,15.5015341,32.5025561,2016.MMP00200,2016.MMP00200,Incident,,,,Unknown,"Khartoum, Sudan"
Northern Africa,2016,February,10,Violence,Sudan,Sahara Desert crossing,14.0316722,35.3417723,2016.MMP00201,2016.MMP00201,Incident,,,,Unknown,"Qadarif, Sudan"
Northern Africa,2016,February,2,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00202,2016.MMP00202,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,13.9731737,35.3431691,2016.MMP00203,2016.MMP00203,Incident,,,,Unknown,"Qalabat, Sudan"
Northern Africa,2016,February,30,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,26.1395652,14.7267866,2016.MMP00204,2016.MMP00204,Incident,,,,Unknown,"Umm Al Aranib, Libya"
Northern Africa,2016,February,5,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,15.5015341,32.5025561,2016.MMP00205,2016.MMP00205,Incident,,,,Unknown,"Khartoum, Sudan"
Northern Africa,2016,February,3,Mixed or unknown,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00206,2016.MMP00206,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,3,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00207,2016.MMP00207,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,16.6797294,33.4297655,2016.MMP00208,2016.MMP00208,Incident,,,,Unknown,"Shandi, Sudan"
Northern Africa,2016,February,28,Mixed or unknown,Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00209,2016.MMP00209,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,1,Violence,Sudan,Sahara Desert crossing,13.9731737,35.3431691,2016.MMP00210,2016.MMP00210,Incident,,,,Unknown,"Qalabat, Sudan"
Northern Africa,2016,February,6,Sickness / lack of access to adequate healthcare,Libya,Sahara Desert crossing,27.0295078,14.3890835,2016.MMP00211,2016.MMP00211,Incident,,,,Unknown,"Sabha, Libya"
Northern Africa,2016,February,3,Mixed or unknown,Sudan,Sahara Desert crossing,13.9731737,35.3431691,2016.MMP00212,2016.MMP00212,Incident,,,,Unknown,"Qalabat, Sudan"
Northern Africa,2016,February,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Libya,Sahara Desert crossing,23.2488413,19.7242161,2016.MMP00213,2016.MMP00213,Incident,,,,Unknown,"Kurfrah, Libya"
Northern Africa,2016,February,2,"Harsh environmental conditions / lack of adequate shelter, food, water",Algeria,Sahara Desert crossing,32.43524618,7.711646513,2016.MMP00224,2016.MMP00224,Incident,,,,Unknown,"Sahara Desert, between Guerrara, Algeria and Subratha, Libya"
Northern Africa,2016,February,3,Vehicle accident / death linked to hazardous transport,Libya,Sahara Desert crossing,31.68546589,14.053676,2016.MMP00225,2016.MMP00225,Incident,,,,Unknown,"Bani Walid, Libya"
Northern Africa,2016,March,2,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,15.3503337,32.4374949,2016.MMP00229,2016.MMP00229,Incident,,,,Unknown,"At the desert, two days drive from khartoum, Sudan"
Northern Africa,2016,March,3,Vehicle accident / death linked to hazardous transport,Sudan,Sahara Desert crossing,15.5015341,32.5025561,2016.MMP00236,2016.MMP00236,Incident,,,,Unknown,"Khartoum, Sudan"
Northern Africa,2016,March,2,Mixed or unknown,Egypt,Sahara Desert crossing,23.459686,30.6654494,2016.MMP00241,2016.MMP00241,Incident,,,,Unknown,"In the Sahara desert of Aswan, Egypt"
Northern Africa,2016,March,1,Sickness / lack of access to adequate healthcare,Sudan,Sahara Desert crossing,14.0316722,35.3417723,2016.MMP00242,2016.MMP00242,Incident,,,,Unknown,"Gedharif (Al Qadarif), Sudan"
